"class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d"
"Aves","Passeriformes","Cisticolidae","Neomixis","tenella",-999,"Common Jery",-999,2,-999,6.9625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.9625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Neomixis","viridis",-999,"Green Jery",-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Oreolais","pulcher",-999,"Black-collared Apalis",-999,2.2,-999,8.4,-999,-999,-999,-999,-999,1.25,-999,-999,-999,-999,-999,8,9.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Oreolais","ruwenzorii",-999,"Ruwenzori Apalis",-999,2,-999,9.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.7,10,9.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Oreophilais","robertsi",-999,"Roberts's Warbler",-999,2.39,-999,10.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.7,10.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","atrogularis",-999,"Dark-necked Tailorbird",-999,3.2,-999,7.75,-999,-999,-999,-999,-999,1.14,-999,-999,-999,-999,-999,7.3,7.925,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","castaneiceps",-999,"Philippine Tailorbird",-999,2.8,-999,7.925,-999,-999,-999,-999,-999,1.14,-999,-999,-999,-999,-999,7.3,7.925,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","chloronotus",-999,"Trilling Tailorbird",-999,2.8,-999,7.925,-999,-999,-999,-999,-999,1.14,-999,-999,-999,-999,-999,7.3,7.925,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","cinereiceps",-999,"White-eared Tailorbird",-999,-999,-999,9.025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","derbianus",-999,"Grey-backed Tailorbird",-999,-999,-999,10.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","frontalis",-999,"Rufous-fronted Tailorbird",-999,2.8,-999,7.85,-999,-999,-999,-999,-999,1.14,-999,-999,-999,-999,-999,7.6,8.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","nigriceps",-999,"Black-headed Tailorbird",-999,-999,-999,9.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","ruficeps",-999,"Ashy Tailorbird",-999,2.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","samarensis",-999,"Yellow-breasted Tailorbird",-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9,10.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","sepium",-999,"Olive-backed Tailorbird",-999,-999,-999,8.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","sericeus",-999,"Rufous-tailed Tailorbird",-999,2.4,-999,10.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Orthotomus","sutorius",-999,"Common Tailorbird",-999,3.25,1,7.5,-999,-999,-999,-999,-999,1.05,12,-999,-999,-999,-999,7,-999,7.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Phragmacia","substriata",-999,"Namaqua Warbler",-999,3,-999,11.2,-999,-999,-999,-999,-999,1.15,-999,-999,-999,-999,-999,9.9,11.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Phyllolais","pulchella",-999,"Buff-bellied Warbler",-999,2.45,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Poliolais","lopezi",-999,"White-tailed Warbler",-999,1.45,-999,12.05,-999,-999,-999,-999,-999,1.35,-999,-999,-999,-999,-999,11.85,12.1,12.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","atrogularis",-999,"Black-throated Prinia",-999,3.95,-999,11.8,-999,-999,-999,-999,-999,1.38,10,-999,-999,-999,-999,-999,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","bairdii",-999,"Banded Prinia",-999,2.7,-999,13.4,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,12.8,13,13.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","buchanani",-999,"Rufous-fronted Prinia",-999,4.5,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","crinigera",-999,"Striated Prinia",-999,4.3,-999,14.15,-999,-999,-999,-999,-999,1.47,10.5,-999,-999,-999,-999,13,16,13.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","familiaris",-999,"Bar-winged Prinia",-999,2.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","flavicans",-999,"Black-chested Prinia",-999,3.5,-999,8.475,-999,-999,-999,-999,-999,1.13,-999,-999,-999,-999,-999,8.2,9.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","flaviventris",-999,"Yellow-bellied Prinia",-999,3.5,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","fluviatilis",-999,"River Prinia",-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","gracilis",-999,"Graceful Prinia",-999,3.85,-999,7.3,-999,-999,-999,-999,-999,1.025,-999,-999,-999,-999,-999,7.7,7.3,7.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","hodgsonii",-999,"Grey-breasted Prinia",-999,3.5,2.5,6.4,-999,-999,-999,-999,-999,0.92,10.5,-999,-999,-999,-999,6,6.2,6.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","hypoxantha",-999,"Drakensberg Prinia",-999,3.25,-999,9.125,-999,-999,-999,-999,-999,1.12,-999,-999,-999,-999,-999,8.1,9.1,9.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","inornata",-999,"Plain Prinia",-999,3.85,3,8.475,-999,-999,-999,-999,-999,1.08,11.5,-999,-999,-999,-999,8.3,8.925,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","maculosa",-999,"Karoo Prinia",-999,3.25,-999,8.95,-999,-999,-999,-999,-999,1.12,-999,-999,-999,-999,-999,8.1,9.1,9.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","melanops",-999,"Black-faced Prinia",-999,2.7,-999,13.4,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,12.8,13,13.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","molleri",-999,"Sao Tome Prinia",-999,1.5,-999,8.75,-999,-999,-999,-999,-999,1.34,-999,-999,-999,-999,-999,9,8.5,8.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","polychroa",-999,"Brown Prinia",-999,4,-999,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","rufescens",-999,"Rufescent Prinia",-999,3.5,-999,6.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","socialis",-999,"Ashy Prinia",-999,3.95,-999,8,-999,-999,-999,-999,-999,1.14,12,-999,-999,-999,-999,-999,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","somalica",-999,"Pale Prinia",-999,4,-999,7.5,-999,-999,-999,-999,-999,0.98,-999,-999,-999,-999,-999,-999,7.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","subflava",-999,"Tawny-flanked Prinia",-999,3.5,3,8.65,-999,-999,-999,-999,-999,1.08,11.5,-999,-999,-999,-999,8.3,8.925,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","superciliaris",-999,"Hill Prinia",-999,3.95,-999,11.8,-999,-999,-999,-999,-999,1.38,10,-999,-999,-999,-999,-999,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Prinia","sylvatica",-999,"Jungle Prinia",-999,3.9,-999,15.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Scepomycter","rubehoensis",-999,"Rubeho Warbler",-999,-999,-999,15.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Scepomycter","winifredae",-999,"Winifred's Warbler",-999,-999,-999,15.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Schistolais","leontica",-999,"Sierra Leone Prinia",-999,-999,-999,12.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.2,12.4,12.575,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Schistolais","leucopogon",-999,"White-chinned Prinia",-999,2,-999,12,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,12,12.3,11.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Spiloptila","clamans",-999,"Cricket Warbler",-999,3.5,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Urolais","epichlorus",-999,"Green Longtail",-999,-999,-999,11.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.5,11.8,11.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cisticolidae","Urorhipis","rufifrons",-999,"Red-fronted Warbler",-999,3.5,-999,6.475,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.475,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Climacteridae","Climacteris","affinis",-999,"White-browed Treecreeper",-999,1.85,-999,21.7,-999,-999,-999,-999,-999,2.86,-999,-999,-999,-999,-999,21.4,21.9,22.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Climacteridae","Climacteris","erythrops",-999,"Red-browed Treecreeper",-999,2,-999,23.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22.7,23.6,24.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Climacteridae","Climacteris","melanurus",-999,"Black-tailed Treecreeper",-999,2,-999,31.9,-999,-999,-999,-999,-999,4.35,-999,-999,-999,-999,-999,30.3,33.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Climacteridae","Climacteris","picumnus",-999,"Brown Treecreeper",-999,3,-999,29.4,-999,-999,-999,-999,-999,4.05,-999,-999,-999,-999,-999,24.5,29.4,35.075,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Climacteridae","Climacteris","rufus",-999,"Rufous Treecreeper",-999,2,-999,32.675,-999,-999,-999,-999,-999,4.18,-999,-999,-999,-999,-999,31.3,34.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Climacteridae","Cormobates","leucophaea",-999,"White-throated Treecreeper",-999,2.5,2,22.3,8.5,-999,-999,-999,-999,3.25,19.5,25.5,8.5,-999,-999,22.8,22.4,22.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Climacteridae","Cormobates","placens",-999,"Papuan Treecreeper",-999,2.5,2,30,8.5,-999,-999,-999,-999,3.25,19.5,25.5,8.5,-999,-999,-999,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cnemophilidae","Cnemophilus","loriae",-999,"Loria's Satinbird",-999,-999,-999,82,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,80.5,91.75,81.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cnemophilidae","Cnemophilus","macgregorii",-999,"Crested Satinbird",-999,-999,-999,102.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,97.5,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Cnemophilidae","Loboparadisea","sericea",-999,"Yellow-breasted Satinbird",-999,1,-999,62.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,73,62.25,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Coerebidae","Coereba","flaveola",-999,"Bananaquit",-999,2,3,10,8.6,-999,-999,-999,-999,1.455,12.5,18,6.916666667,-999,-999,9.70625,10.13125,9.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","ardesiaca",-999,"Slaty Gnateater",-999,-999,-999,26.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","aurita",-999,"Chestnut-belted Gnateater",-999,2,-999,26.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27.5,25.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","castaneiceps",-999,"Chestnut-crowned Gnateater",-999,-999,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","cearae",-999,"Ceara Gnateater",-999,2,-999,25.35,-999,-999,-999,-999,-999,3.8,-999,-999,-999,-999,-999,-999,-999,25.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","lineata",-999,"Rufous Gnateater",-999,2,-999,25.35,-999,-999,-999,-999,-999,3.8,-999,-999,-999,-999,-999,-999,-999,25.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","melanogaster",-999,"Black-bellied Gnateater",-999,-999,-999,42.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","melanops",-999,"Black-cheeked Gnateater",-999,2,-999,20.35,-999,-999,-999,-999,-999,3.4,-999,-999,-999,-999,-999,-999,-999,20.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","peruviana",-999,"Ash-throated Gnateater",-999,-999,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Conopophaga","roberti",-999,"Hooded Gnateater",-999,-999,-999,20.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Pittasoma","michleri",-999,"Black-crowned Antpitta",-999,2,-999,109,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,109,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Conopophagidae","Pittasoma","rufopileatum",-999,"Rufous-crowned Antpitta",-999,-999,-999,96.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,96.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corcoracidae","Corcorax","melanorhamphos",-999,"White-winged Chough",-999,3.6,1.5,364,16.3,-999,-999,-999,-999,16.9,18.5,25.5,16.3,-999,-999,376,-999,364,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corcoracidae","Struthidea","cinerea",-999,"Apostlebird",-999,3.35,1.5,131,25,-999,-999,-999,-999,6.9,18.5,23,25,-999,-999,116,-999,130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Aphelocoma","californica",-999,"California Scrub Jay",545.202,4,1,82.75,16.3,-999,-999,5.4,-999,6.05,17.5,18,15.8,365,1,75,81.4,81.125,-999,-999,60.192,29,-999,-999,-999,-999,-999,-999,365.25
"Aves","Passeriformes","Corvidae","Aphelocoma","coerulescens",-999,"Florida Scrub Jay",545.202,3.75,1,78.725,16.3,-999,-999,4.2,-999,5.8,17,18,15.8,365,-999,75,79.3,80.2,-999,-999,59.996,29,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Aphelocoma","insularis",-999,"Island Scrub Jay",455.101,3.855,1,108.5,16.3,-999,-999,4.2,-999,6.05,17.5,18,15.8,365,-999,108,101.15,81.125,-999,-999,59.996,29,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Aphelocoma","ultramarina",-999,"Transvolcanic Jay",-999,4.07,1,124,25,-999,-999,6,-999,7.9,18,24.25,19,-999,1,112.5,109.875,124,-999,-999,-999,30,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Aphelocoma","unicolor",-999,"Unicolored Jay",-999,3.75,-999,125.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,124.75,-999,-999,-999,-999,29.5,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Aphelocoma","wollweberi",-999,"Mexican Jay",-999,4.07,1,124,25,-999,-999,6,-999,7.9,18,24.25,19,-999,1,112.5,109.875,124,-999,-999,105.6,30,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Aphelocoma","woodhouseii",-999,"Woodhouse's Scrub Jay",545.202,4,1,82.75,16.3,-999,-999,5.4,-999,6.05,17.5,18,15.8,365,1,75,81.4,81.125,-999,-999,60.192,29,-999,-999,-999,-999,-999,-999,365.25
"Aves","Passeriformes","Corvidae","Calocitta","colliei",-999,"Black-throated Magpie-Jay",-999,3.75,-999,223.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,222,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Calocitta","formosa",-999,"White-throated Magpie-Jay",-999,3.75,-999,210,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,209.75,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Cissa","chinensis",-999,"Common Green Magpie",-999,5,1,129.25,-999,-999,-999,-999,-999,8.1,-999,-999,-999,-999,-999,122,131.75,-999,-999,-999,-999,38,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Cissa","hypoleuca",-999,"Indochinese Green Magpie",-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Cissa","jefferyi",-999,"Bornean Green Magpie",-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Cissa","thalassina",-999,"Javan Green Magpie",-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Coloeus","monedula",-999,"Western Jackdaw",637.601,4.5,1,246,20.33333333,-999,-999,7.5,-999,11.3,18,32.5,14.5,730,-999,215,234,246,-999,-999,-999,36.5,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","albicollis",-999,"White-necked Raven",-999,3.8,-999,942,-999,-999,-999,-999,-999,30.1,-999,-999,-999,-999,-999,930.5,1011,926.75,-999,-999,-999,52,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","albus",-999,"Pied Crow",-999,4.1,-999,560.5,-999,-999,-999,-999,-999,21.8,-999,-999,-999,-999,-999,537,590.5,529,-999,-999,-999,48,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","bennetti",-999,"Little Crow",-999,4.95,-999,396.25,-999,-999,-999,-999,-999,15.3,-999,31,-999,-999,-999,311,539,396.25,-999,-999,-999,45,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","brachyrhynchos",-999,"American Crow",730,4.59,1,453,20,-999,-999,15.6,-999,17.9,18,30.15,14.6,730,-999,425,458,472.25,-999,-999,390,44,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","capensis",-999,"Cape Crow",-999,4,-999,553,-999,-999,-999,-999,-999,22.3,-999,-999,-999,-999,-999,520,612,553.25,-999,-999,-999,49,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","caurinus",-999,"Northwestern Crow",730,4.26,1,387,16.75,-999,-999,13.5,-999,16.7,18,-999,16.68333333,730,-999,366,415,381,-999,-999,303,37,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","corax",-999,"Northern Raven",1095,4.8,1,1097,69,-999,-999,25,-999,28.8,19,41.5,21.8335,1095,-999,1085,1080.5,1074.45,-999,-999,-999,63.5,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","cornix",-999,"Hooded Crow",910.968,4.5,1,544.5,19.16666667,-999,-999,13.6,-999,19.55,19,34,16.8,1095,-999,512,577,530,-999,-999,-999,52,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","corone",-999,"Carrion Crow",910.968,4.5,1,544.5,19.16666667,-999,-999,13.6,-999,19.55,19,34,14.66666667,1095,-999,512,577,530,-999,-999,-999,52,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","coronoides",-999,"Australian Raven",-999,3.95,-999,640,21.8,-999,-999,-999,-999,22,-999,-999,21.8,-999,-999,615,677.5,582,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","crassirostris",-999,"Thick-billed Raven",-999,4,-999,1135,-999,-999,-999,-999,-999,30.1,-999,-999,-999,-999,-999,1135,-999,-999,-999,-999,-999,62,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","cryptoleucus",-999,"Chihuahuan Raven",-999,5.45,1,536.5,21.8,-999,-999,14.4,-999,21,21,36,12.5,-999,1,512,556,548.775,-999,-999,-999,47.5,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","culminatus",-999,"Indian Jungle Crow",-999,4.9,-999,544.75,-999,-999,-999,-999,-999,18.3,18,24.5,-999,-999,-999,478.25,567.5,-999,-999,-999,-999,53.5,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","dauuricus",-999,"-999",-999,5,-999,204.5,-999,-999,-999,-999,-999,11.4,-999,-999,-999,-999,-999,191,218,211.25,-999,-999,-999,32,-999,-999,-999,-999,-999,-999,-999
"Aves","Passeriformes","Corvidae","Corvus","edithae",-999,"Somali Crow",-999,4,-999,587.75,-999,-999,-999,-999,-999,22.45,21,43.5,-999,-999,-999,598,588,442.25,-999,-999,-999,54,-999,-999,-999,-999,-999,-999,-999
