Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,II,Mammillaria microhelia,,Caryophyllales,Cactaceae,Mammillaria,XX,NL,,,64,live,,,A
2016,II,Mammillaria muehlenpfordtii,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,486,live,,,A
2016,II,Mammillaria muehlenpfordtii,,Caryophyllales,Cactaceae,Mammillaria,JP,ES,,15,15,live,,T,A
2016,II,Mammillaria mystax,,Caryophyllales,Cactaceae,Mammillaria,RS,NL,,,10,live,,,A
2016,II,Mammillaria napina,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,1485,live,,,A
2016,II,Mammillaria napina,,Caryophyllales,Cactaceae,Mammillaria,UA,NL,,,17,live,,,A
2016,II,Mammillaria neopalmeri,,Caryophyllales,Cactaceae,Mammillaria,NG,NL,,,1,live,,,A
2016,II,Mammillaria neopalmeri,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,11,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,120,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,112,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,62,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,DE,US,,50,,live,,T,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,GP,NL,,,36,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,2,,live,,T,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,,4,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,JP,NL,,,48,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,JP,TW,,500,,live,,T,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,KR,NL,,,500,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,524,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,14,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,OM,NL,,,16,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,RE,NL,,,10,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,SA,NL,,,90,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,TR,NL,,,378,live,,,A
2016,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,XX,NL,,,12,live,,,A
2016,II,Mammillaria orcuttii,,Caryophyllales,Cactaceae,Mammillaria,US,PH,,,2,live,,T,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,142,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,BA,NL,,,52,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,BB,NL,,,140,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,72,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,148,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,GP,NL,,,11,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,JO,NL,,,249,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,JP,ES,,9,9,live,,T,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,KZ,NL,,,93,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,658,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,84,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,116,live,,,A
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,UA,NL,,,1565,live,,,A
2016,II,Mammillaria peninsularis,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,20,live,,,A
2016,II,Mammillaria peninsularis,,Caryophyllales,Cactaceae,Mammillaria,KZ,NL,,,5,live,,,A
2016,II,Mammillaria peninsularis,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,80,live,,,A
2016,II,Mammillaria peninsularis,,Caryophyllales,Cactaceae,Mammillaria,TR,NL,,,36,live,,,A
2016,II,Mammillaria pennispinosa,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,24,live,,,A
2016,II,Mammillaria perbella,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,537,live,,,A
2016,II,Mammillaria petrophila,,Caryophyllales,Cactaceae,Mammillaria,MA,NL,,,54,live,,,A
2016,II,Mammillaria picta,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,3,live,,,A
2016,II,Mammillaria picta,,Caryophyllales,Cactaceae,Mammillaria,GE,NL,,,204,live,,,A
2016,II,Mammillaria picta,,Caryophyllales,Cactaceae,Mammillaria,MD,NL,,,5,live,,,A
2016,II,Mammillaria picta,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,3,live,,,A
2016,II,Mammillaria picta,,Caryophyllales,Cactaceae,Mammillaria,QA,NL,,,13,live,,,A
2016,II,Mammillaria picta,,Caryophyllales,Cactaceae,Mammillaria,TR,NL,,,13687,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,AZ,NL,,,200,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,BA,NL,,,170,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,21,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,IQ,NL,,,167,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,JO,NL,,,195,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,JP,TW,,392,,live,,T,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,KR,NL,,,5688,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,KZ,NL,,,10,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,MA,NL,,,256,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,ME,NL,,,4,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,120,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,12,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,SA,NL,,,200,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,UA,NL,,,6,live,,,A
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,XX,NL,,,28,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,BA,NL,,,8,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,BB,NL,,,12,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,14,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,2601,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,GE,NL,,,104,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,IQ,NL,,,64,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,XX,54,,live,,T,W
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,,54,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,KZ,NL,,,7,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,MD,NL,,,134,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,18,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,1447,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,RS,NL,,,6,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,SX,NL,,,7,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,TR,NL,,,2590,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,UA,NL,,,24,live,,,A
2016,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,XX,NL,,,3,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,298,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,AW,NL,,,28,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,BA,NL,,,146,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,BB,NL,,,111,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,BN,NL,,,25,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,BQ,NL,,,6,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,120,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,1605,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,CW,NL,,,45,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,GE,NL,,,28,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,GF,NL,,,1,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,GH,NL,,,1,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,GP,NL,,,77,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,61,,live,,T,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,,72,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,IQ,NL,,,219,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,JO,NL,,,51,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,KR,NL,,,350,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,XX,70,,live,,T,W
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,,70,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,KZ,NL,,,8,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,2509,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,ME,NL,,,3,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,MG,NL,,,28,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,141,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,MV,NL,,,31,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,NG,NL,,,10,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,281,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,QA,NL,,,38,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,RE,NL,,,36,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,SA,NL,,,556,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,SR,NL,,,8,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,SX,NL,,,20,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,TJ,NL,,,9,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,TR,NL,,,2299,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,UA,NL,,,14,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,XX,NL,,,282,live,,,A
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,ZW,NL,,,106,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,36,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,AL,NL,,,18,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,AU,CN,,,2550,live,,T,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,AW,NL,,,16,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,BA,NL,,,124,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,BB,NL,,,74,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,BH,NL,,,23,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,BN,NL,,,42,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,BQ,NL,,,8,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,31,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,CW,NL,,,19,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,DE,KR,,100,,live,,T,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,GI,NL,,,4,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,GP,NL,,,81,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,91,,live,,T,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,,125,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,IQ,NL,,,24,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,JO,NL,,,10,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,XX,48,,live,,T,W
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,,83,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,MD,NL,,,25,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,MG,NL,,,14,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,MQ,NL,,,79,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,MV,NL,,,29,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,NG,NL,,,7,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,40,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,OM,NL,,,2,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,PK,NL,,,7,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,QA,NL,,,24,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,RE,NL,,,282,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,SA,NL,,,207,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,SR,NL,,,20,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,XX,NL,,,18,live,,,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,ZW,NL,,,48,live,,,A
2016,II,Mammillaria rekoi,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,300,live,,,A
2016,II,Mammillaria rekoi,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,460,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,BA,NL,,,42,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,56,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,1042,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,CY,NL,,,2142,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,DZ,ES,,,1,live,,T,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,GP,NL,,,75,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,IQ,NL,,,3232,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,KZ,NL,,,75,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,108,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,MA,NL,,,436,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,MD,NL,,,389,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,ME,NL,,,26,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,536,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,401,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,QA,NL,,,133,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,RE,NL,,,10,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,SA,NL,,,600,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,TR,NL,,,102187,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,UA,NL,,,1216,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,XX,NL,,,940,live,,,A
2016,II,Mammillaria roseoalba,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,100,live,,,A
2016,II,Mammillaria roseoalba,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,30,live,,,A
2016,II,Mammillaria saboae,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,14,live,,,A
2016,II,Mammillaria saboae,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,,1,live,,T,A
2016,II,Mammillaria schiedeana,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,10,live,,,A
2016,II,Mammillaria schiedeana,,Caryophyllales,Cactaceae,Mammillaria,DE,US,,50,,live,,T,A
2016,II,Mammillaria schiedeana,,Caryophyllales,Cactaceae,Mammillaria,KR,NL,,,1554,live,,,A
2016,II,Mammillaria schumannii,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,18,live,,,A
2016,II,Mammillaria schwarzii,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,40,live,,,A
2016,II,Mammillaria schwarzii,,Caryophyllales,Cactaceae,Mammillaria,JP,US,,500,,live,,T,A
2016,II,Mammillaria schwarzii,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,132,live,,,A
2016,II,Mammillaria schwarzii,,Caryophyllales,Cactaceae,Mammillaria,QA,NL,,,14,live,,,A
2016,II,Mammillaria schwarzii,,Caryophyllales,Cactaceae,Mammillaria,TR,NL,,,90,live,,,A
2016,II,Mammillaria scrippsiana,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,40,live,,,A
2016,II,Mammillaria scrippsiana,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,2,live,,,A
2016,II,Mammillaria scrippsiana,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,302,live,,,A
2016,II,Mammillaria scrippsiana,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,1,live,,,A
2016,II,Mammillaria scrippsiana,,Caryophyllales,Cactaceae,Mammillaria,SA,NL,,,20,live,,,A
2016,II,Mammillaria sempervivi,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,90,live,,,A
2016,II,Mammillaria senilis,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,16,live,,,A
2016,II,Mammillaria senilis,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,18,live,,,A
2016,II,Mammillaria sphacelata,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,252,live,,,A
2016,II,Mammillaria sphaerica,,Caryophyllales,Cactaceae,Mammillaria,AO,NL,,,16,live,,,A
2016,II,Mammillaria sphaerica,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,4,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,AE,CN,,150,150,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,160,,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,,502,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,AL,NL,,,363,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,AZ,NL,,,874,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,BA,NL,,,1776,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,BH,NL,,,5,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,BN,NL,,,25,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,BQ,NL,,,8,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,BY,NL,,,1836,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,11774,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,CW,NL,,,10,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,DZ,NL,,,336,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,GE,NL,,,25,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,GF,NL,,,20,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,GP,NL,,,52,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,BE,9,,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,5,,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,,13,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,IQ,NL,,,1055,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,JO,NL,,,242,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,JP,CN,,200,200,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,JP,ES,,200,200,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,JP,TW,,1224,,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,KR,NL,,,648,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,XX,69,,live,,T,W
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,,64,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,KZ,NL,,,409,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,LB,NL,,,1071,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,MA,NL,,,580,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,MD,NL,,,741,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,ME,NL,,,482,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,MF,NL,,,4,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,MG,NL,,,5,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,376,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,MM,NL,,,80,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,MV,NL,,,3,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,NG,NL,,,2,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,NL,ET,,35712,,live,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,NL,ET,,49824,,stems,,T,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,10747,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,OM,NL,,,33,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,PK,NL,,,7,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,QA,NL,,,83,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,RE,NL,,,110,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,RS,NL,,,6,live,,,A
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,SA,NL,,,3570,live,,,A
